,Commune,Nombre_pieces_principales,Surface_reelle_bati,Valeur_fonciere,Nature_culture,Cluster
486,ANZEME,2.0,43.0,17500.0,S,0
487,ANZIN,3.0,79.0,100000.0,S,0
488,ANZIN-SAINT-AUBIN,5.0,96.0,207000.0,S,2
489,ANZY-LE-DUC,4.0,93.0,76400.0,S,2
490,AOSTE,1.0,49.0,169000.0,S,1
491,AOUSTE,6.0,139.0,18000.0,S,1
492,AOUSTE-SUR-SYE,2.5,82.5,191155.0,S,0
493,APCHON,1.0,36.0,36740.0,S,1
494,APPENANS,5.0,108.0,265000.0,S,2
495,APPEVILLE,2.0,65.0,70000.0,S,0
496,APPIETTO,4.0,96.0,241000.0,S,2
497,APPILLY,5.0,83.0,117000.0,S,2
498,APPOIGNY,3.0,75.0,127000.0,S,0
499,APPRIEU,3.5,97.0,162650.0,S,0
500,APPY,3.0,70.0,114000.0,S,0
501,APREMONT,5.0,97.0,205000.0,S,2
502,APREMONT SUR AIRE,6.0,199.0,50200.0,S,1
503,APREY,6.0,148.0,75500.0,S,1
504,APT,3.0,72.0,130000.0,S,0
505,ARACHES LA FRASSE,1.0,27.0,124000.0,S,1
506,ARAGNOUET,1.0,21.0,62000.0,S,1
507,ARAMITS,3.5,75.0,148000.0,S,0
508,ARAMON,3.5,97.5,167500.0,S,0
509,ARANC,4.0,117.0,165000.0,S,2
510,ARANDAS,4.0,120.0,121316.0,S,2
511,ARANDON-PASSINS,4.0,82.0,159000.0,S,2
512,ARAULES,4.5,101.0,201500.0,S,2
513,ARBANATS,5.0,90.0,285000.0,S,2
514,ARBAS,3.0,114.5,153150.0,S,0
515,ARBECEY,2.0,75.0,55000.0,S,0
516,ARBENT,1.5,86.5,163940.0,S,1
517,ARBERATS-SILLEGUE,0.0,0.0,44000.0,S,1
518,ARBIGNY,3.0,75.0,70000.0,S,0
519,ARBIGNY-SOUS-VARENNES,5.0,137.0,65000.0,VE,2
520,ARBIN,4.0,71.0,173500.0,S,2
521,ARBLADE-LE-BAS,3.0,97.0,117500.0,P,0
522,ARBOIS,2.0,65.0,58000.0,S,0
523,ARBONNE,4.0,90.0,400000.0,S,2
524,ARBONNE-LA-FORET,5.0,170.0,534400.0,S,2
525,ARBOT,2.0,97.0,95000.0,S,0
526,ARBOUANS,3.0,64.0,100000.0,S,0
527,ARBOUET-SUSSAUTE,7.0,184.0,300700.0,P,1
528,ARBOURSE,3.0,82.0,50000.0,S,0
529,ARBOUSSOLS,4.0,70.0,118000.0,S,2
530,ARBOYS EN BUGEY,5.0,81.0,250000.0,S,2
531,ARBRISSEL,5.0,154.0,160000.0,S,2
532,ARBUS,5.0,112.0,230000.0,S,2
533,ARBUSIGNY,4.0,110.0,241000.0,S,2
534,ARC ET SENANS,4.5,94.0,158000.0,S,2
535,ARC SOUS MONTENOT,6.0,158.0,135633.6,S,1
536,ARC-EN-BARROIS,2.0,78.0,51500.0,S,0
537,ARC-LES-GRAY,4.0,101.0,135000.0,S,2
538,ARC-SUR-TILLE,6.0,140.0,280000.0,S,1
539,ARCACHON,2.0,40.0,355000.0,S,0
540,ARCAIS,2.5,75.5,78250.0,S,0
541,ARCAMBAL,5.0,130.0,209965.0,S,2
542,ARCANGUES,3.0,56.0,400000.0,S,0
543,ARCAY,2.0,88.0,100000.0,S,0
544,ARCEAU,4.0,96.0,100000.0,S,2
545,ARCENANT,3.0,60.5,101750.0,S,0
546,ARCENS,0.0,40.0,47500.0,S,1
547,ARCES-DILO,2.0,50.0,66000.0,S,0
548,ARCEY,3.0,77.0,120000.0,S,0
549,ARCHAMPS,2.5,57.0,352175.0,S,0
550,ARCHELANGE,6.0,131.0,210200.0,S,1
551,ARCHES,2.5,57.5,100850.0,S,0
552,ARCHETTES,2.0,82.0,137000.0,S,0
553,ARCHIAC,0.0,35.0,30000.0,S,1
554,ARCHIGNAC,3.0,60.0,40000.0,S,0
555,ARCHIGNY,2.0,69.5,50500.0,S,0
556,ARCHINGEAY,2.5,71.0,139180.5,S,0
557,ARCINGES,4.0,148.0,232400.0,S,2
558,ARCINS,4.0,112.0,226885.0,P,0
559,ARCIS SUR AUBE,1.0,72.5,92251.505,S,1
560,ARCIS-LE-PONSART,2.0,70.0,177000.0,S,0
561,ARCISSES,2.0,35.0,70000.0,S,0
562,ARCIZAC-ADOUR,6.0,200.0,315000.0,S,1
563,ARCIZANS-AVANT,4.0,76.0,169000.0,S,2
564,ARCON,4.0,98.0,342742.0,S,2
565,ARCONCEY,6.5,185.5,148162.5,S,1
566,ARCONNAY,4.5,107.0,156000.0,S,2
567,ARCONSAT,1.5,40.0,20137.5,S,1
568,ARCUEIL,1.5,35.0,243725.0,S,1
569,ARCY SUR CURE,1.0,37.0,70000.0,S,1
570,ARCY-SAINTE-RESTITUE,0.0,0.0,94000.0,S,1
571,ARDENAY SUR MERIZE,0.0,0.0,230000.0,S,1
572,ARDENTES,3.5,87.5,100505.0,S,0
573,ARDES,3.0,48.0,21380.0,S,0
574,ARDIEGE,2.0,72.0,90000.0,S,0
575,ARDILLIERES,3.5,77.5,161325.0,S,0
576,ARDIN,3.0,105.0,112500.0,S,0
577,ARDOIX,4.5,111.5,234305.0,S,2
578,ARDON,5.5,129.0,285275.0,S,1
579,ARDRES,4.0,92.0,160000.0,S,2
580,AREGNO,3.0,40.0,78994.32,S,0
581,AREINES,2.5,52.5,76500.0,S,0
582,ARELAUNE-EN-SEINE,4.0,88.5,170000.0,S,2
583,ARENGOSSE,4.0,80.0,72000.0,J,0
584,ARENTHON,2.0,47.0,426000.0,S,0
585,ARES,4.0,75.0,295000.0,S,2
586,ARESSY,4.5,108.5,235250.0,S,2
587,ARETTE,1.0,22.0,38860.0,S,1
588,ARFEUILLES,2.0,35.0,100025.0,S,0
589,ARGEIN,3.0,105.0,130000.0,S,0
590,ARGELES SUR MER,2.0,29.5,107500.0,S,0
591,ARGELES-GAZOST,2.0,56.5,105500.0,S,0
592,ARGELIERS,4.0,92.5,167050.0,S,2
593,ARGELLIERS,3.5,80.0,257500.0,S,0
594,ARGENCES,4.0,88.5,181750.0,S,2
595,ARGENCES EN AUBRAC,5.5,125.5,172500.0,S,1
596,ARGENS-MINERVOIS,4.0,96.0,143000.0,S,2
597,ARGENT-SUR-SAULDRE,4.0,75.0,74500.0,S,2
598,ARGENTAN,3.5,70.0,109150.0,S,0
599,ARGENTAT-SUR-DORDOGNE,3.0,52.0,55100.0,S,0
600,ARGENTEUIL,3.0,57.0,192000.0,S,0
601,ARGENTEUIL SUR ARMANCON,6.0,105.0,108000.0,S,1
602,ARGENTIERES,3.0,66.0,196750.0,S,0
603,ARGENTINE,4.0,76.0,128730.0,S,2
604,ARGENTON-L'EGLISE,4.0,84.0,150000.0,S,2
605,ARGENTON-SUR-CREUSE,4.0,61.0,60000.0,S,2
606,ARGENTONNAY,4.0,103.5,57000.0,S,2
607,ARGENTRE,3.0,70.0,119300.0,S,0
608,ARGENTRE-DU-PLESSIS,4.0,101.0,180000.0,S,2
609,ARGENVIERES,3.5,64.0,43500.0,S,0
610,ARGENVILLIERS,4.5,100.5,113850.0,S,2
611,ARGIESANS,5.5,168.5,286000.0,S,1
612,ARGILLY,3.5,107.0,251000.0,S,0
613,ARGIS,3.0,52.0,44000.0,S,0
614,ARGOL,5.5,98.5,183771.49,S,1
615,ARGONAY,1.0,69.0,409000.0,S,1
616,ARGOULES,5.0,62.0,67500.0,S,2
617,ARGUEIL,2.0,37.0,62075.0,S,0
618,ARGY,2.0,50.0,27000.0,S,0
619,ARIES ESPENAN,6.0,284.0,313000.0,S,1
620,ARINTHOD,4.5,116.5,100000.0,S,2
621,ARLANC,4.0,80.0,65688.0,S,2
622,ARLAY,3.0,107.0,470000.0,S,0
623,ARLEBOSC,4.0,100.0,150000.0,S,2
624,ARLES,3.0,68.0,188000.0,S,0
625,ARLES SUR TECH,1.5,72.0,104500.0,S,1
626,ARLEUF,5.5,154.5,197250.0,S,1
627,ARLEUX,4.0,90.0,100500.0,S,2
628,ARLEUX-EN-GOHELLE,4.5,97.0,172500.0,S,2
629,ARMAILLE,5.0,140.0,180000.0,S,2
630,ARMBOUTS-CAPPEL,4.0,98.0,190000.0,S,2
631,ARMEAU,3.5,80.0,94750.0,S,0
632,ARMENDARITS,2.0,48.0,137000.0,S,0
633,ARMENTIERES,3.0,65.0,120000.0,S,0
634,ARMENTIERES SUR OURCQ,5.0,127.0,136000.0,S,2
635,ARMENTIERES-EN-BRIE,4.0,130.0,300675.0,S,2
636,ARMES,4.0,112.0,64500.0,S,2
637,ARMISSAN,4.0,82.5,184000.0,S,2
638,ARMOY,3.0,65.0,452500.0,S,0
639,ARNAC-LA-POSTE,5.5,147.5,139700.0,S,1
640,ARNAC-POMPADOUR,0.0,0.0,60000.0,S,1
641,ARNAGE,4.0,92.0,137500.0,S,2
642,ARNAS,3.0,77.5,211550.0,S,0
643,ARNAVILLE,2.5,36.5,75750.0,S,0
644,ARNAY-LE DUC,4.0,60.0,75000.0,S,2
645,ARNEKE,5.0,90.0,104000.0,S,2
646,ARNIERES SUR ITON,4.0,75.0,195250.0,S,2
647,ARNOUVILLE,3.0,54.0,200000.0,S,0
648,ARNOUVILLE-LES-MANTES,3.0,90.0,227000.0,S,0
649,AROMAS,3.0,89.0,48000.0,S,0
650,ARON,2.0,77.0,140000.0,S,0
651,ARPAILLARGUES-ET-AUREILHAC,4.0,95.0,212000.0,S,2
652,ARPAJON,2.0,42.0,173500.0,S,0
653,ARPAJON-SUR-CERE,3.0,55.0,79000.0,S,0
654,ARPHEUILLES,4.0,150.0,182888.0,S,2
655,ARQUENAY,6.0,119.0,189000.0,S,1
656,ARQUES,5.0,90.0,130000.0,S,2
657,ARQUES-LA-BATAILLE,4.0,95.0,138000.0,S,2
658,ARQUEVES,6.0,130.0,163000.0,S,1
659,ARQUIAN,3.0,84.5,90000.0,S,0
660,ARRACOURT,2.0,55.0,159000.0,S,0
661,ARRADON,4.0,100.0,316500.0,S,2
662,ARRAS,2.0,46.5,127596.5,S,0
663,ARRAS EN LAVEDAN,3.5,77.0,152000.0,S,0
664,ARRAS-SUR-RHONE,4.0,111.0,285500.0,S,2
665,ARRAYE ET HAN,3.5,78.0,269800.0,S,0
666,ARRE,2.0,80.0,15000.0,S,0
667,ARREAU,2.0,41.0,73000.0,S,0
668,ARREMBECOURT,4.0,76.0,70000.0,S,2
669,ARRENS-MARSOUS,4.0,82.0,162600.0,S,2
670,ARRENTES-DE-CORCIEUX,4.0,98.0,200000.0,S,2
671,ARRENTIERES,5.0,167.0,95000.0,S,2
672,ARREST,0.0,0.0,183000.0,P,1
673,ARRIGAS,4.0,101.0,225000.0,S,2
674,ARRIGNY,4.0,128.0,153500.0,S,2
675,ARROMANCHES-LES-BAINS,1.5,53.5,110000.0,S,1
676,ARRONNES,1.0,37.0,40000.0,S,1
677,ARRONVILLE,2.5,76.5,313000.0,S,0
678,ARROS DE NAY,4.0,122.5,297575.0,J,0
679,ARROSES,5.0,146.0,95000.0,S,2
680,ARROUEDE,5.0,188.0,407825.0,S,2
681,ARS,8.0,209.0,322150.0,S,1
682,ARS-EN-RE,4.0,108.0,370000.0,S,2
683,ARS-LES-FAVETS,0.0,0.0,77000.0,S,1
684,ARS-SUR-FORMANS,3.0,70.0,192000.0,S,0
685,ARSAC,3.0,82.0,317210.0,S,0
686,ARSAC-EN-VELAY,4.0,111.0,140000.0,S,2
687,ARSAGUE,4.0,119.0,194000.0,AG,0
688,ARSONVAL,5.0,139.0,175470.0,S,2
689,ARSY,4.0,91.5,204000.0,S,2
690,ART-SUR-MEURTHE,0.0,0.0,133000.0,S,1
691,ARTAISE-LE-VIVIER,1.0,71.0,69900.0,S,1
692,ARTANNES SUR INDRE,0.0,0.0,180000.0,S,1
693,ARTASSENX,0.0,0.0,540500.0,S,1
694,ARTEMARE,2.0,36.5,105784.0,S,0
695,ARTEMPS,3.0,66.0,95000.0,S,0
696,ARTENAY,0.0,0.0,240025.0,S,1
697,ARTHAZ-PONT-NOTRE-DAME,2.0,59.0,375350.0,S,0
698,ARTHEMONAY,5.0,124.0,275000.0,J,2
699,ARTHES,3.0,90.0,162800.0,S,0
700,ARTHEZ D'ASSON,3.0,128.0,87000.0,S,0
701,ARTHEZ DE BEARN,3.5,132.0,150000.0,S,0
702,ARTHEZ-D ARMAGNAC,0.0,0.0,450000.0,S,1
703,ARTHEZE,2.0,18.0,8500.0,P,0
704,ARTHIES,4.0,90.0,215000.0,S,2
705,ARTHON,3.0,45.5,143000.0,S,0
706,ARTHUN,3.5,91.5,106200.0,S,0
707,ARTIGAT,6.0,149.5,160950.0,T,1
708,ARTIGNOSC-SUR-VERDON,2.0,27.5,209280.0,S,0
709,ARTIGUE,5.0,85.0,260000.0,P,2
710,ARTIGUELOUTAN,4.5,131.5,179230.62,AG,0
711,ARTIGUELOUVE,4.0,104.0,234000.0,S,2
712,ARTIGUES-PRES-BORDEAUX,4.0,90.0,293050.0,S,2
713,ARTINS,6.0,158.0,150000.0,S,1
714,ARTIX,4.5,96.5,164317.75,S,2
715,ARTONNE,5.0,101.5,101238.57,S,2
716,ARTRES,0.0,7759.0,75000.0,E,1
717,ARUDY,4.0,72.0,87000.0,S,2
718,ARVERT,4.0,83.0,215000.0,S,2
719,ARVEYRES,5.0,70.0,160000.0,S,2
720,ARVIERE-EN-VALROMEY,5.0,145.0,100650.0,S,2
721,ARVIEU,3.5,78.5,125000.0,S,0
722,ARVIGNA,5.0,132.0,155000.0,T,2
723,ARVILLARD,4.0,103.0,235000.0,S,2
724,ARVILLE,3.0,92.0,241000.0,S,0
725,ARVILLERS,4.0,100.0,65000.0,S,2
726,ARZACQ ARRAZIGUET,0.0,0.0,70000.0,S,1
727,ARZAL,5.0,93.0,140000.0,S,2
728,ARZANO,4.5,127.0,160000.0,S,2
729,ARZON,1.0,31.0,166000.0,S,1
730,ASASP ARROS,5.0,132.0,97747.5,S,2
731,ASCAIN,3.0,101.0,275500.0,S,0
732,ASCHERES-LE-MARCHE,4.0,109.0,157750.0,S,2
733,ASCO,3.0,35.0,120000.0,S,0
734,ASCOUX,5.0,123.5,149500.0,J,2
735,ASFELD,3.0,89.5,101950.0,S,0
736,ASLONNES,2.5,72.0,146000.0,S,0
737,ASNANS-BEAUVOISIN,5.0,103.0,200000.0,AG,0
738,ASNELLES,1.5,22.5,115000.0,S,1
739,ASNIERES LA GIRAUD,4.5,101.5,100250.0,S,2
740,ASNIERES SOUS BOIS,2.5,67.5,37500.0,S,0
741,ASNIERES-EN-BESSIN,2.0,60.0,78500.0,S,0
742,ASNIERES-EN-MONTAGNE,2.5,60.0,182000.0,S,0
743,ASNIERES-LES-DIJON,6.0,161.0,488000.0,S,1
744,ASNIERES-SUR-NOUERE,4.5,123.0,173500.0,S,2
745,ASNIERES-SUR-OISE,4.0,89.5,247500.0,S,2
746,ASNIERES-SUR-SEINE,2.0,34.0,335000.0,S,0
747,ASNOIS,3.5,62.0,28500.0,S,0
748,ASPET,3.0,69.5,122500.0,S,0
749,ASPIN-EN-LAVEDAN,4.0,67.0,160168.2,S,2
750,ASPIRAN,4.0,66.0,140000.0,S,2
751,ASPREMONT,2.0,45.5,437500.0,S,0
752,ASPRES-SUR-BUECH,2.0,60.0,100000.0,S,0
753,ASPRIERES,4.0,101.5,106500.0,S,2
754,ASQUE,3.0,144.0,175000.0,S,0
755,ASQUES,3.0,89.5,175250.0,S,0
756,ASQUINS,2.0,61.0,97500.0,S,0
757,ASSAIS-LES-JUMEAUX,4.5,132.5,16250.0,S,2
758,ASSAS,1.0,49.0,595630.0,S,1
759,ASSAT,3.0,73.0,158400.0,S,0
760,ASSAY,0.0,0.0,25000.0,T,1
761,ASSE LE BOISNE,2.0,57.5,30500.0,S,0
762,ASSE LE RIBOUL,2.0,65.0,67000.0,S,0
763,ASSE-LE-BERENGER,2.5,68.5,66500.0,S,0
764,ASSERAC,3.5,71.5,175950.0,S,0
765,ASSEVENT,5.0,112.0,228000.0,AG,0
766,ASSIER,3.0,80.0,100000.0,S,0
767,ASSIEU,4.5,97.5,240975.0,S,2
768,ASSIGNAN,0.0,0.0,275415.0,T,1
769,ASSIS SUR SERRE,3.0,108.0,40000.0,S,0
770,ASSON,3.5,80.0,111500.0,S,0
771,ASTAFFORT,1.0,78.0,65000.0,S,1
772,ASTAILLAC,4.0,104.0,170000.0,S,2
773,ASTE,0.0,0.0,256500.0,S,1
774,ASTE BEON,2.5,49.0,97500.0,S,0
775,ASTET,3.0,81.0,62000.0,S,0
776,ASTIS,5.0,134.5,132000.0,J,2
777,ATHEE,2.5,78.0,207000.0,S,0
778,ATHEE SUR CHER,4.5,95.5,206000.0,S,2
779,ATHIENVILLE,4.0,82.5,141375.0,S,2
780,ATHIES,2.0,47.0,28000.0,S,0
781,ATHIES SOUS LAON,5.0,87.5,151550.0,S,2
782,ATHIS,3.5,112.5,83712.5,S,0
783,ATHIS MONS,3.0,53.0,212000.0,S,0
784,ATHIS-VAL DE ROUVRE,4.0,87.0,84000.0,S,2
785,ATTAINVILLE,4.0,88.0,289000.0,S,2
786,ATTANCOURT,0.0,0.0,185000.0,S,1
787,ATTICHES,5.0,120.0,405000.0,S,2
788,ATTICHY,4.5,101.5,212000.0,S,2
789,ATTIGNAT,2.0,65.0,114000.0,S,0
790,ATTIGNY,4.0,98.0,90000.0,S,2
791,ATTILLY,5.0,107.0,150000.0,S,2
792,ATTIN,7.0,110.0,186000.0,S,1
793,AUBAGNE,3.0,61.0,175000.0,S,0
794,AUBAIS,4.0,96.0,284181.0,S,2
795,AUBAREDE,5.0,130.0,216500.0,S,2
796,AUBAS,5.0,130.5,163500.0,S,2
797,AUBAZAT,3.0,100.0,75000.0,S,0
798,AUBAZINE,2.0,50.0,78000.0,S,0
799,AUBE,2.0,57.0,80000.0,S,0
800,AUBENAS,2.0,62.0,125250.0,S,0
801,AUBENCHEUL AUX BOIS,4.0,118.0,30000.0,S,2
802,AUBENTON,3.5,64.0,39050.0,S,0
803,AUBEPIERRE SUR AUBE,4.5,125.5,101000.0,S,2
804,AUBERCHICOURT,4.0,80.0,114000.0,S,2
805,AUBERGENVILLE,3.0,70.0,170000.0,S,0
806,AUBERIVES-EN-ROYANS,5.0,84.0,145000.0,S,2
807,AUBERIVES-SUR-VAREZE,0.0,45.0,79000.0,S,1
808,AUBERMESNIL-AUX-ERABLES,4.0,94.0,178000.0,J,0
809,AUBERS,5.0,99.0,235000.0,S,2
810,AUBERTIN,3.0,69.0,179000.0,S,0
811,AUBERVILLE,5.0,114.0,250000.0,S,2
812,AUBERVILLE-LA-RENAULT,4.0,97.0,202000.0,S,2
813,AUBERVILLIERS,2.0,37.0,195000.0,S,0
814,AUBETERRE,4.0,98.0,126000.0,S,2
815,AUBETERRE-SUR-DRONNE,2.0,70.0,75000.0,S,0
816,AUBIAC,4.5,95.5,228500.0,J,2
817,AUBIAT,4.0,91.0,183700.0,S,2
818,AUBIERE,2.0,80.0,231700.0,S,0
819,AUBIET,4.5,106.0,158000.0,S,2
820,AUBIGNAN,3.0,76.0,199000.0,S,0
821,AUBIGNAS,4.0,90.0,217480.0,S,2
822,AUBIGNE,2.0,105.0,197300.0,S,0
823,AUBIGNE RACAN,3.5,68.0,64820.0,S,0
824,AUBIGNOSC,3.5,77.0,268150.0,S,0
825,AUBIGNY,3.0,65.0,59000.0,S,0
826,AUBIGNY-AU-BAC,2.0,49.0,112150.0,S,0
827,AUBIGNY-AUX-KAISNES,4.0,80.0,32000.0,S,2
828,AUBIGNY-EN-ARTOIS,4.5,79.0,132500.0,S,2
829,AUBIGNY-EN-PLAINE,4.0,88.0,176350.0,J,0
830,AUBIGNY-LES CLOUZEAUX,4.0,93.0,170000.0,S,2
831,AUBIGNY-LES-POTHEES,6.0,100.0,65000.0,S,1
832,AUBIGNY-SUR-NERE,1.0,44.5,96500.0,S,1
833,AUBIN,5.0,112.0,156221.0,S,2
834,AUBIN-SAINT-VAAST,4.0,73.0,44500.0,S,2
835,AUBONNE,4.0,77.0,148000.0,S,2
836,AUBORD,4.0,101.0,190800.0,S,2
837,AUBOUE,3.0,72.0,58000.0,S,0
838,AUBRES,0.0,207.0,100000.0,T,1
839,AUBREVILLE,4.0,100.0,105000.0,S,2
840,AUBRIVES,3.0,89.0,58000.0,S,0
841,AUBRY-DU-HAINAUT,3.0,98.0,187000.0,S,0
842,AUBUSSARGUES,5.0,215.0,506130.0,S,2
843,AUBUSSON,3.0,52.0,25000.0,S,0
844,AUBVILLERS,6.0,127.0,135000.0,S,1
845,AUBY,4.0,75.0,74907.5,S,2
846,AUCALEUC,3.5,79.5,132000.0,S,0
847,AUCAMVILLE,2.0,50.0,149000.0,S,0
848,AUCH,3.0,60.0,97350.0,S,0
849,AUCHAY-SUR-VENDEE,3.0,98.5,110650.0,S,0
850,AUCHEL,4.0,83.0,82750.0,S,2
851,AUCHY LA MONTAGNE,2.0,100.0,125000.0,J,0
852,AUCHY-LES-HESDIN,4.0,100.0,175000.0,S,2
853,AUCHY-LES-MINES,4.0,80.0,132500.0,S,2
854,AUCHY-LEZ-ORCHIES,4.5,118.5,244000.0,S,2
855,AUCUN,1.0,37.5,169545.0,S,1
856,AUDELANGE,2.0,39.0,6720.0,S,0
857,AUDEMBERT,5.0,130.0,310000.0,S,2
858,AUDENGE,4.0,91.5,266750.0,S,2
859,AUDES,5.0,109.0,122000.0,S,2
860,AUDEUX,3.0,67.5,143150.0,S,0
861,AUDIERNE,2.0,64.0,120000.0,S,0
862,AUDIGNICOURT,4.0,147.0,145000.0,S,2
863,AUDIGNIES,5.0,217.0,280000.0,S,2
864,AUDIGNY,4.0,165.0,50000.0,S,2
865,AUDINCOURT,3.0,74.5,114900.0,S,0
866,AUDINCTHUN,4.0,99.0,137000.0,S,2
867,AUDINGHEN,3.0,71.5,259500.0,S,0
868,AUDRESSELLES,3.0,58.0,285000.0,S,0
869,AUDRIEU,4.0,86.0,45400.0,S,2
870,AUDRUICQ,3.5,92.0,164000.0,S,0
871,AUDUN-LE-ROMAN,3.0,76.0,150000.0,S,0
872,AUFFARGIS,4.5,107.0,306000.0,S,2
873,AUFFAY,3.0,53.0,61000.0,S,0
874,AUFFERVILLE,3.5,85.5,109000.0,S,0
875,AUFFREVILLE-BRASSEUIL,5.5,126.0,320000.0,S,1
876,AUGAN,2.0,120.0,60000.0,S,0
877,AUGE,2.0,80.0,34500.0,S,0
878,AUGEA,5.0,150.0,125000.0,S,2
879,AUGER ST VINCENT,4.0,83.0,157500.0,S,2
880,AUGERANS,3.0,75.0,55000.0,S,0
881,AUGEROLLES,3.0,80.0,36760.0,S,0
882,AUGIGNAC,5.0,140.0,135000.0,S,2
883,AUGIREIN,0.0,66.0,75000.0,S,1
884,AUGNAT,3.0,100.0,186000.0,S,0
885,AUGUAISE,2.0,80.0,65000.0,J,0
886,AUGY,2.5,43.0,80000.0,T,0
887,AUJARGUES,3.5,68.0,221200.0,S,0
888,AULAS,5.0,120.0,347675.0,S,2
889,AULHAT-FLAT,2.5,55.0,35850.0,S,0
890,AULNAT,0.0,75.0,151000.0,S,1
891,AULNAY,2.0,50.0,58000.0,S,0
892,AULNAY SOUS BOIS,3.0,60.0,220500.0,S,0
893,AULNAY SUR ITON,4.0,67.0,133250.0,S,2
894,AULNAY-L AITRE,3.0,132.0,200000.0,S,0
895,AULNAY-LA-RIVIERE,2.5,85.0,227500.0,S,0
896,AULNAY-SUR-MAULDRE,1.0,36.0,175000.0,S,1
897,AULNOIS EN PERTHOIS,3.5,119.0,90485.0,S,0
898,AULNOIS SOUS LAON,5.0,155.5,197200.0,S,2
899,AULNOY-LEZ-VALENCIENNES,3.5,80.0,123500.0,S,0
900,AULNOYE-AYMERIES,4.0,88.0,127000.0,S,2
901,AULON,0.0,0.0,93000.0,S,1
902,AULOS-SINSAT,6.0,145.0,174200.0,S,1
903,AULT,2.0,44.0,58245.0,S,0
904,AULUS-LES-BAINS,2.0,42.5,40325.0,S,0
905,AULX-LES-CROMARY,4.5,131.0,182600.0,S,2
906,AUMAGNE,3.0,75.0,96000.0,S,0
907,AUMALE,3.5,96.5,93500.0,S,0
908,AUMATRE,2.0,59.0,80000.0,S,0
909,AUMENANCOURT,3.0,76.0,181900.0,S,0
910,AUMES,2.0,56.0,319700.0,S,0
911,AUMEVILLE-LESTRE,0.0,181.0,25000.0,S,1
912,AUMONT,3.0,97.0,74500.0,S,0
913,AUNAC SUR CHARENTE,4.0,90.0,115000.0,S,2
914,AUNAY SOUS AUNEAU,4.0,77.0,165000.0,S,2
915,AUNAY SOUS CRECY,3.5,82.5,134533.5,S,0
916,AUNAY-EN-BAZOIS,2.0,47.0,8200.0,S,0
917,AUNEAU-BLEURY-SAINT-SYMPHORIEN,4.0,93.0,182000.0,S,2
918,AUNEUIL,4.0,100.0,191000.0,S,2
919,AUPPEGARD,4.5,105.0,192500.0,PH,2
920,AUPS,3.5,87.5,232500.0,S,0
921,AURADE,4.5,126.5,310425.0,T,2
922,AURAY,2.0,60.0,200000.0,S,0
923,AURE SUR MER,2.5,61.0,273500.0,S,0
924,AUREC-SUR-LOIRE,3.0,70.0,129500.0,S,0
925,AUREIL,5.0,115.0,198000.0,S,2
926,AUREILHAN,4.0,85.0,139700.0,S,2
927,AUREILLE,3.5,91.0,259500.0,T,0
928,AUREL,7.0,167.0,316000.0,S,1
929,AURENSAN,2.0,117.0,217575.0,T,0
930,AURIAC SUR VENDINELLE,3.5,121.0,298650.0,S,0
931,AURIAC-DU-PERIGORD,3.5,67.5,117500.0,S,0
932,AURIAC-L EGLISE,2.5,63.0,54160.0,S,0
933,AURIAC-LAGAST,3.0,72.0,47000.0,S,0
934,AURIAT,4.0,180.0,213100.0,S,2
935,AURIBEAU-SUR-SIAGNE,2.0,26.0,168278.0,S,0
936,AURICE,5.0,149.0,175000.0,S,2
937,AURIEBAT,5.5,173.0,225050.0,T,1
938,AURIERES,3.0,86.0,139475.0,S,0
939,AURIGNAC,2.0,110.0,165000.0,S,0
940,AURILLAC,2.0,55.0,87950.0,S,0
941,AURIOL,4.0,82.0,285000.0,S,2
942,AURIS,0.5,15.0,67850.0,S,1
943,AURONS,5.0,122.0,316600.0,S,2
944,AUROS,2.5,150.5,189925.0,S,0
945,AURSEULLES,4.0,127.5,191500.0,S,2
946,AUSSAC,4.0,93.0,171800.0,S,2
947,AUSSAC-VADALLE,4.0,95.0,172100.0,S,2
948,AUSSILLON,4.0,83.0,95000.0,S,2
949,AUSSOIS,1.0,17.5,95900.0,S,1
950,AUSSON,2.0,35.5,127500.0,S,0
951,AUSSONCE,5.0,134.0,120000.0,S,2
952,AUSSONNE,3.0,80.0,206000.0,S,0
953,AUTAINVILLE,2.0,70.0,128000.0,S,0
954,AUTECHAUX-ROIDE,2.0,38.5,187100.0,S,0
955,AUTERIVE,3.0,77.0,155000.0,S,0
956,AUTERRIVE,4.0,118.0,121500.0,S,2
957,AUTET,0.0,700.0,85000.0,S,1
958,AUTEUIL,3.5,105.5,202500.0,S,0
959,AUTEUIL-LE-ROI,4.0,74.5,185410.0,J,0
960,AUTEVIELLE ST MARTIN BIDEREN,4.0,224.0,350000.0,S,2
961,AUTHE,5.0,152.0,28000.0,S,2
962,AUTHEUIL EN VALOIS,1.0,28.0,100000.0,S,1
963,AUTHEUIL-AUTHOUILLET,3.0,83.5,178000.0,S,0
964,AUTHEZAT,4.0,99.0,120000.0,S,2
965,AUTHIE,5.0,116.0,210000.0,S,2
966,AUTHIEUX-RATIEVILLE,3.5,112.5,190000.0,S,0
967,AUTHIEUX-SUR-CALONNE (LES),4.0,65.0,132000.0,AG,0
968,AUTHIEUX-SUR-LE-PORT-SAINT-,4.0,151.5,372190.0,S,2
969,AUTHIOU,2.0,84.0,15000.0,S,0
